Student_ID,Name,Age,Gender,Netflix,Prime,YouTube,Device_Used,Hours_per_day,Favourite_Genre,Subscription_Type
660,Isha Yadav,21,Male,Yes,Yes,Yes,Tablet,5.3,Horror,Paid
661,Ankit Bansal,23,Female,Yes,No,No,Smart TV,4.2,Romance,Paid
662,Sneha Yadav,25,Female,No,No,No,Laptop,4.3,Action,Paid
663,Divya Singh,22,Female,Yes,Yes,No,Mobile,3.2,Sci-Fi,Paid
664,Tanya Rana,20,Female,No,Yes,No,Laptop,3.1,Thriller,Free
665,Vikram Agarwal,24,Male,Yes,Yes,No,Laptop,3.8,Horror,Paid
666,Aditi Rana,21,Male,No,Yes,Yes,Smart TV,1.8,Action,Free
667,Rahul Chopra,24,Male,No,Yes,No,Smart TV,4.3,Comedy,Free
668,Ravi Sharma,19,Male,No,No,No,Mobile,3.9,Sci-Fi,Free
669,Sneha Reddy,20,Female,Yes,Yes,Yes,Mobile,4.4,Thriller,Free
670,Sahil Dubey,18,Male,Yes,Yes,Yes,Laptop,3.4,Action,Paid
671,Nikhil Dubey,21,Male,No,Yes,No,Laptop,5.5,Thriller,Paid
672,Sahil Gupta,24,Female,No,No,No,Laptop,2.6,Thriller,Free
673,Nikhil Kumar,25,Male,No,No,No,Tablet,4.8,Romance,Free
674,Arjun Agarwal,20,Male,No,Yes,No,Laptop,2.5,Comedy,Free
675,Tanya Verma,20,Male,No,No,No,Tablet,4.0,Horror,Paid
676,Karan Dubey,22,Male,No,Yes,Yes,Mobile,1.4,Thriller,Paid
677,Ravi Thakur,22,Female,No,No,No,Tablet,4.9,Sci-Fi,Paid
678,Pooja Gupta,22,Female,Yes,Yes,Yes,Laptop,1.5,Drama,Free
679,Ankit Verma,23,Female,No,Yes,No,Mobile,4.4,Thriller,Paid
680,Isha Sharma,19,Male,No,No,Yes,Laptop,5.3,Action,Paid
681,Megha Agarwal,21,Male,Yes,Yes,Yes,Tablet,3.9,Action,Free
682,Ravi Nair,23,Male,Yes,No,Yes,Laptop,3.6,Comedy,Free
683,Pooja Pandey,25,Female,Yes,No,Yes,Smart TV,1.0,Sci-Fi,Free
684,Vikram Pandey,20,Male,Yes,Yes,Yes,Tablet,5.8,Romance,Free
685,Divya Bansal,21,Male,Yes,No,No,Smart TV,3.4,Comedy,Paid
686,Priya Bansal,19,Male,No,Yes,No,Laptop,5.6,Horror,Free
687,Simran Sharma,22,Female,No,No,No,Laptop,3.9,Romance,Free
688,Pooja Reddy,23,Male,Yes,Yes,No,Tablet,2.8,Horror,Paid
689,Aditi Bansal,23,Male,No,Yes,Yes,Mobile,2.1,Action,Free
690,Sneha Patel,19,Male,Yes,Yes,No,Laptop,4.0,Horror,Paid
691,Isha Chopra,25,Female,No,Yes,Yes,Tablet,0.7,Sci-Fi,Paid
692,Sahil Sharma,19,Female,No,Yes,No,Tablet,3.7,Horror,Paid
693,Vikram Kumar,20,Female,No,Yes,No,Smart TV,0.7,Romance,Paid
694,Vikram Thakur,24,Female,Yes,No,No,Mobile,5.7,Horror,Free
695,Ankit Rana,20,Female,No,Yes,Yes,Tablet,5.6,Sci-Fi,Free
696,Simran Joshi,22,Male,No,Yes,Yes,Laptop,4.2,Horror,Free
697,Arjun Singh,21,Female,No,No,Yes,Laptop,5.8,Documentary,Free
698,Pooja Gupta,21,Male,No,No,No,Laptop,4.5,Comedy,Free
699,Simran Thakur,25,Female,No,Yes,Yes,Smart TV,0.9,Action,Paid
700,Ravi Reddy,23,Female,No,Yes,No,Mobile,4.0,Thriller,Paid
701,Rahul Mehta,19,Female,Yes,No,Yes,Smart TV,4.8,Thriller,Paid
702,Sneha Verma,21,Male,No,Yes,No,Smart TV,2.0,Horror,Free
703,Sahil Sharma,25,Male,Yes,Yes,Yes,Mobile,1.5,Sci-Fi,Free
704,Ankit Singh,20,Female,Yes,Yes,Yes,Tablet,0.9,Drama,Free
705,Pooja Saxena,18,Female,Yes,No,No,Laptop,1.6,Romance,Paid
706,Tanya Gupta,18,Male,No,Yes,No,Smart TV,5.3,Action,Paid
707,Sahil Singh,21,Male,Yes,No,Yes,Smart TV,1.7,Drama,Paid
708,Ravi Singh,25,Male,Yes,Yes,No,Mobile,0.9,Thriller,Free
709,Karan Joshi,22,Male,No,No,No,Tablet,5.0,Action,Free
710,Tanya Nair,25,Male,Yes,No,No,Smart TV,1.0,Horror,Paid
711,Simran Mehta,23,Female,No,No,No,Laptop,3.7,Drama,Free
712,Vikram Nair,21,Female,No,Yes,Yes,Laptop,5.8,Action,Free
713,Tanya Sharma,19,Female,No,No,No,Mobile,3.8,Documentary,Free
714,Priya Mehta,18,Male,Yes,Yes,No,Smart TV,1.4,Horror,Paid
715,Vikram Rana,22,Female,Yes,No,Yes,Tablet,5.1,Romance,Free
716,Ravi Reddy,19,Female,No,No,No,Tablet,5.3,Action,Paid
717,Vikram Thakur,25,Male,No,No,Yes,Laptop,2.8,Thriller,Free
718,Vikram Tiwari,25,Male,Yes,Yes,No,Tablet,5.0,Horror,Free
719,Abhishek Thakur,24,Female,No,No,No,Smart TV,2.1,Thriller,Paid
720,Priya Dubey,19,Male,No,No,No,Mobile,1.4,Drama,Free
721,Priya Yadav,18,Female,No,Yes,Yes,Mobile,0.9,Romance,Paid
722,Pooja Reddy,22,Female,No,Yes,No,Tablet,2.9,Documentary,Free
723,Ankit Chopra,23,Male,Yes,No,Yes,Mobile,3.1,Documentary,Free
724,Megha Joshi,20,Female,Yes,Yes,Yes,Mobile,1.9,Romance,Paid
725,Isha Patel,24,Male,No,Yes,No,Tablet,4.7,Romance,Paid
726,Isha Rana,25,Female,No,No,Yes,Smart TV,2.4,Romance,Paid
727,Divya Tiwari,23,Male,Yes,Yes,No,Tablet,1.1,Romance,Free
728,Megha Pandey,19,Male,No,No,Yes,Tablet,5.8,Action,Free
729,Tanya Rana,19,Male,No,Yes,No,Tablet,4.8,Comedy,Paid
730,Ravi Patel,24,Male,Yes,Yes,No,Smart TV,4.5,Thriller,Paid
731,Megha Tiwari,25,Female,Yes,No,No,Smart TV,4.0,Documentary,Paid
732,Rohan Pandey,21,Female,No,Yes,Yes,Mobile,5.3,Romance,Free
733,Priya Mehta,20,Female,No,Yes,Yes,Mobile,3.5,Sci-Fi,Free
734,Ravi Kumar,18,Male,No,Yes,No,Laptop,4.8,Action,Paid
735,Nikhil Thakur,24,Male,No,Yes,No,Laptop,1.6,Action,Free
736,Rohan Reddy,23,Female,Yes,No,No,Smart TV,4.8,Action,Paid
737,Sahil Singh,20,Female,Yes,Yes,Yes,Mobile,3.1,Sci-Fi,Paid
738,Sahil Rana,25,Male,Yes,Yes,Yes,Laptop,2.9,Action,Free
739,Divya Reddy,23,Male,No,No,No,Tablet,1.8,Drama,Paid
740,Vikram Reddy,19,Female,No,Yes,Yes,Smart TV,4.6,Comedy,Free
741,Tanya Gupta,19,Male,No,No,Yes,Smart TV,5.7,Drama,Free
742,Tanya Rana,18,Male,No,No,Yes,Tablet,2.4,Drama,Paid
743,Ankit Sharma,22,Male,Yes,No,No,Mobile,5.4,Comedy,Paid
744,Divya Rana,23,Female,Yes,Yes,Yes,Smart TV,0.7,Documentary,Paid
745,Nikhil Pandey,19,Female,No,No,Yes,Mobile,4.6,Action,Free
746,Ravi Mehta,19,Female,No,Yes,Yes,Laptop,3.6,Romance,Paid
747,Priya Reddy,19,Male,Yes,No,Yes,Tablet,1.4,Horror,Free
748,Isha Verma,25,Male,Yes,Yes,Yes,Smart TV,5.8,Comedy,Paid
749,Sahil Patel,25,Female,No,No,Yes,Laptop,5.3,Horror,Paid
750,Sneha Patel,24,Male,No,Yes,Yes,Tablet,6.0,Drama,Paid
751,Neha Thakur,21,Female,No,Yes,No,Tablet,4.5,Sci-Fi,Paid
752,Arjun Yadav,18,Male,No,Yes,Yes,Smart TV,5.4,Sci-Fi,Paid
753,Aditi Sharma,20,Male,Yes,No,No,Mobile,1.0,Comedy,Free
754,Arjun Tiwari,23,Female,No,No,Yes,Smart TV,3.4,Documentary,Paid
755,Pooja Yadav,21,Male,No,Yes,No,Laptop,3.1,Documentary,Paid
756,Rohan Verma,19,Female,No,Yes,No,Tablet,5.2,Action,Free
757,Sneha Pandey,22,Female,Yes,No,Yes,Tablet,4.4,Romance,Free
758,Ravi Bansal,25,Female,No,Yes,No,Tablet,5.0,Drama,Free
759,Ravi Saxena,24,Female,Yes,Yes,No,Tablet,1.6,Comedy,Paid
760,Priya Joshi,23,Female,Yes,No,No,Smart TV,4.9,Comedy,Paid
761,Arjun Rana,22,Male,Yes,Yes,No,Smart TV,6.0,Drama,Free
762,Aditi Dubey,18,Female,Yes,Yes,Yes,Smart TV,4.0,Comedy,Free
763,Vikram Bansal,21,Female,Yes,No,No,Tablet,3.2,Documentary,Free
764,Karan Pandey,18,Male,Yes,Yes,No,Smart TV,4.6,Action,Paid
765,Abhishek Yadav,24,Female,Yes,No,Yes,Smart TV,2.3,Action,Free
766,Ankit Rana,20,Female,Yes,No,No,Smart TV,4.2,Action,Paid
767,Abhishek Verma,23,Female,Yes,Yes,No,Tablet,3.7,Action,Free
768,Nikhil Thakur,18,Female,No,Yes,No,Laptop,1.3,Thriller,Paid
769,Pooja Singh,18,Male,No,Yes,No,Smart TV,4.4,Drama,Free
770,Tanya Singh,20,Female,Yes,Yes,Yes,Smart TV,5.5,Thriller,Paid
771,Karan Tiwari,23,Male,No,No,Yes,Smart TV,1.6,Romance,Paid
772,Sahil Saxena,22,Female,Yes,Yes,No,Laptop,3.3,Comedy,Paid
773,Priya Agarwal,24,Male,No,No,No,Smart TV,2.5,Comedy,Free
774,Karan Pandey,21,Female,No,Yes,Yes,Tablet,5.3,Romance,Paid
775,Karan Bansal,18,Female,Yes,Yes,Yes,Laptop,5.1,Drama,Free
776,Sahil Nair,25,Female,Yes,Yes,Yes,Smart TV,3.3,Sci-Fi,Paid
777,Tanya Chopra,24,Female,No,No,Yes,Mobile,5.8,Romance,Free
778,Abhishek Singh,21,Female,No,Yes,Yes,Laptop,4.3,Action,Free
779,Neha Sharma,18,Male,No,No,Yes,Mobile,3.0,Romance,Free
780,Ankit Chopra,23,Male,Yes,No,Yes,Laptop,1.5,Thriller,Free
781,Priya Thakur,19,Male,Yes,No,No,Smart TV,3.8,Documentary,Paid
782,Tanya Sharma,20,Male,Yes,Yes,No,Smart TV,1.5,Drama,Free
783,Neha Saxena,25,Male,No,No,No,Tablet,1.9,Horror,Free
784,Neha Joshi,21,Female,No,Yes,Yes,Smart TV,3.6,Horror,Paid
785,Pooja Saxena,24,Male,Yes,Yes,No,Smart TV,4.6,Drama,Free
786,Rohan Gupta,20,Male,No,Yes,Yes,Smart TV,5.6,Romance,Paid
787,Ravi Agarwal,22,Male,Yes,Yes,Yes,Smart TV,2.6,Horror,Paid
788,Rohan Thakur,21,Female,Yes,No,Yes,Laptop,4.4,Drama,Paid
789,Rahul Reddy,22,Male,Yes,No,No,Mobile,4.9,Action,Free
790,Divya Joshi,25,Male,No,No,No,Mobile,4.1,Action,Paid
791,Neha Rana,24,Male,Yes,Yes,No,Mobile,1.8,Horror,Paid
792,Nikhil Sharma,24,Female,No,No,No,Smart TV,5.3,Romance,Free
793,Sneha Rana,25,Male,Yes,Yes,No,Tablet,1.0,Action,Paid
794,Pooja Saxena,18,Male,Yes,No,No,Tablet,3.8,Thriller,Paid
795,Neha Yadav,22,Male,Yes,No,No,Laptop,5.8,Drama,Free
796,Sneha Reddy,25,Female,Yes,No,Yes,Laptop,2.9,Comedy,Paid
797,Sahil Pandey,19,Female,Yes,Yes,Yes,Smart TV,5.1,Comedy,Free
798,Neha Dubey,19,Male,Yes,No,No,Laptop,0.7,Horror,Paid
799,Sneha Sharma,18,Female,Yes,Yes,Yes,Mobile,2.9,Horror,Paid
800,Sneha Chopra,24,Female,Yes,Yes,Yes,Mobile,3.5,Horror,Paid
